Timestamp,UserId,CPUUtilization,MemoryUtilization,DiskIO,NetworkIO,InstanceUsageHours,DataTransferVolume,StorageUtilization
2024-05-24 01:58:53.097120,user_1,57.09145545104655,68.85111187531012,74.9039109596003,90.47979196892814,21,159.50670352774264,507.9695371432687
2024-05-24 01:59:53.097120,user_1,53.46994554266384,76.50175555800352,36.96976714875931,205.93590327273313,35,120.33776943480561,468.9562463879704
2024-05-24 02:00:53.097120,user_1,48.326564699022704,101.55278138479157,158.5320357636999,256.4939830925932,20,84.85992606402029,532.3160408576689
2024-05-24 02:01:53.097120,user_1,36.44466010229274,63.7337714564944,163.85870586626106,114.80323172933944,22,119.1895836202167,419.1173231845522
2024-05-24 02:02:53.097120,user_1,52.62644794066177,90.79883011040906,215.85605364084893,134.41364523489497,29,126.11302323993834,586.4324446223717
2024-05-24 02:03:53.097120,user_1,48.05945962619493,68.51556118738331,312.96547767981485,378.35340342079127,28,40.719450722146725,527.9762868319845
2024-05-24 02:04:53.097120,user_1,39.31178635733353,75.02124389880692,139.84655730069852,147.48294960770102,25,92.15420663092307,474.18129883010846
2024-05-24 02:05:53.097120,user_1,50.497768480767,72.33073517230379,82.1821898225055,17.001335764901146,23,115.23063839124717,474.4303126834217
2024-05-24 02:06:53.097120,user_1,45.353666920488905,84.47707227827283,61.56906733600492,100.7711656581519,13,66.16484674849447,530.545023239418
2024-05-24 02:07:53.097120,user_1,60.03883476697326,91.43629312696204,38.07708654612363,264.123658222305,28,105.39503694885765,433.7133919447173
2024-05-24 02:08:53.097120,user_1,47.47024497259072,74.23057187583939,140.60917798705205,131.15636545218027,32,140.1688912964792,480.14257498637016
2024-05-24 02:09:53.097120,user_1,40.655426025741555,54.098569517151304,79.40210071717186,383.8055104809298,31,162.73502465098542,533.1294418995351
2024-05-24 02:10:53.097120,user_1,48.07834603973095,75.88792782529309,24.761512437897014,198.83656203133884,19,94.3636494088908,392.12996128872453
2024-05-24 02:11:53.097120,user_1,57.53108863389961,78.48919631379731,36.69446657581146,99.51619097725501,22,141.80840189198182,486.17866083484773
2024-05-24 02:12:53.097120,user_1,42.789064694833385,70.57472536218991,169.15324696844647,417.07474417406524,24,149.52498602594682,561.9774450861232
2024-05-24 02:13:53.097120,user_1,62.376243760401756,66.91906166826595,300.96424996435644,47.52847600545337,18,68.98295275680991,514.2771850854169
2024-05-24 02:14:53.097120,user_1,46.633966983211735,76.62276139030135,201.0576023321123,34.46517121332962,27,72.47960719872788,491.90323460633886
2024-05-24 02:15:53.097120,user_1,62.5672211722636,67.47926319920707,297.91531177275033,166.84822340936262,23,169.96294719803285,463.8830185975068
2024-05-24 02:16:53.097120,user_1,37.7025005928723,77.51803168981029,35.487413285744694,287.5626491321641,25,112.25878322236196,581.1667668394966
2024-05-24 02:17:53.097120,user_1,53.79552159303255,81.96672431099624,200.1303019013988,20.90924339690817,16,266.4738917179125,418.7107385239657
2024-05-24 02:18:53.097120,user_1,60.47643358719956,49.79280401987544,100.94357172917441,131.93415527209356,24,74.53738905697232,462.3421380334891
2024-05-24 02:19:53.097120,user_1,53.5423518663242,47.013772973195884,422.2508460294716,48.256162826049014,14,35.68880538916278,447.3828917904646
2024-05-24 02:20:53.097120,user_1,54.021268689679786,100.03344412595129,6.203699854407498,120.43409955830673,27,123.72743459654643,570.553626979393
2024-05-24 02:21:53.097120,user_1,59.01785209805337,91.41600239478475,14.66212930272489,268.0629130221423,20,143.25940758831965,475.52933883212984
2024-05-24 02:22:53.097120,user_1,46.12229841695665,72.64912369391679,12.065832773027871,39.20014124569452,31,194.6874895473381,501.4105638475686
2024-05-24 02:23:53.097120,user_1,56.44690025811223,58.1355937568466,113.20406935554573,6.404531727851119,26,57.44832875624765,442.82418879418117
2024-05-24 02:24:53.097120,user_1,66.91258236590616,82.14686648024625,67.71950273836777,328.5291250285995,21,142.4893048548218,537.2063486020842
2024-05-24 02:25:53.097120,user_1,43.651807355733,101.56367904930957,24.44958379683115,122.87841816877531,31,14.826250164465979,448.44311424899587
2024-05-24 02:26:53.097120,user_1,55.33173585450206,77.81685533385841,173.1405598009885,126.11679250302193,23,29.957020801042077,453.9588308592638
2024-05-24 02:27:53.097120,user_1,53.42707563650733,87.5612750611171,20.826540413778293,567.5673761582295,25,101.65288389013536,366.50683298726335
2024-05-24 02:28:53.097120,user_1,47.87465918531352,65.11699747477238,231.91888312666248,234.20091509942839,24,139.4203745470039,576.2530118533382
2024-05-24 02:29:53.097120,user_1,42.445425081484714,81.01602847494809,7.476760606627675,126.51783342194032,18,31.89482403632462,486.62934998901306
2024-05-24 02:30:53.097120,user_1,29.98602656910203,64.4867106741106,241.3429858538827,118.42656910999727,23,49.57822139302196,527.2030673211806
2024-05-24 02:31:53.097120,user_1,49.216365043584894,82.34736405398594,98.19178281210587,254.154113106111,25,114.6246558667509,576.4707832286783
2024-05-24 02:32:53.097120,user_1,45.285989413897134,68.16552054663721,48.74932849453374,389.4891493864625,26,111.62381468047154,544.1532666001402
2024-05-24 02:33:53.097120,user_1,50.693660326741565,70.50990835280585,63.48059821144618,539.5893507427701,13,166.7993854527849,497.51608157981224
2024-05-24 02:34:53.097120,user_1,69.07097638104588,76.40683200447215,48.85294608487383,128.97574474837947,19,107.84344300159572,521.0455826461986
2024-05-24 02:35:53.097120,user_1,36.44720714683115,106.48520010968828,218.9315491584657,201.79058624930684,24,54.71362180406971,510.2965262185194
2024-05-24 02:36:53.097120,user_1,52.785795019263006,83.35193132690266,141.52250293714798,41.83511662475641,25,237.8162899213344,388.60205183141966
2024-05-24 02:37:53.097120,user_1,45.141781380814415,73.49897844012061,296.95019155981595,352.73374169611304,27,138.15213933452463,532.4917898737806
2024-05-24 02:38:53.097120,user_1,31.009818884350647,62.114342685377714,98.42876374265555,289.3634308725778,38,93.98258638450137,469.126936439761
2024-05-24 02:39:53.097120,user_1,39.63731401961218,70.5473129297289,16.12061753914662,70.15906652147666,26,13.413936722711654,454.6930349004882
2024-05-24 02:40:53.097120,user_1,37.48291282197912,57.398286263667636,98.14102095199291,149.8890216004025,28,41.22291698500099,497.5679416486536
2024-05-24 02:41:53.097120,user_1,37.384594143264465,83.13999343015037,79.52089494737949,28.25723541429789,21,32.82683095070838,516.4160896861829
2024-05-24 02:42:53.097120,user_1,55.88304062294526,65.2485306637613,230.68460019958258,42.85567392124274,24,222.24357487182024,497.9098931784065
2024-05-24 02:43:53.097120,user_1,53.14766166263199,100.24706257333418,150.85270463916225,283.7450167833999,19,64.84335919011292,410.62631692671476
2024-05-24 02:44:53.097120,user_1,39.71809893093261,71.05522360315761,3.294622154550833,603.7758058358887,21,93.61588010879687,554.7014709362782
2024-05-24 02:45:53.097120,user_1,58.253378842620194,79.67466259826153,48.20434574551536,233.9976823602001,25,100.22339309382832,398.21330394033964
2024-05-24 02:46:53.097120,user_1,53.83042641422092,46.55836495000072,205.0299428148884,118.1306784635052,29,195.8890903623592,482.3032657280163
2024-05-24 02:47:53.097120,user_1,41.054799029644876,72.59137850352012,111.1913177910212,22.41091865961237,25,136.1437704421401,511.9673691016643
2024-05-24 02:48:53.097120,user_1,59.16285155605005,79.9975512226655,107.32386601024662,140.00684811038983,19,123.62098370234209,422.36635805110063
2024-05-24 02:49:53.097120,user_1,48.97472244344917,62.16570602182745,57.18453050802835,38.52546491733412,30,7.5043572865625405,529.8783121375614
2024-05-24 02:50:53.097120,user_1,43.713649551952024,61.61235863458585,103.6232928330753,368.7007410706033,19,31.473214265203552,506.9080655131486
2024-05-24 02:51:53.097120,user_1,48.11467017682176,59.35343029648937,144.75910899593202,72.631483322712,18,155.5268660106241,453.03751046086387
2024-05-24 02:52:53.097120,user_1,36.87544461461214,32.352324199756524,0.2616557967431312,405.1104777086752,19,94.43477824836089,498.7928554877105
2024-05-24 02:53:53.097120,user_1,53.40577424587785,76.98504612231459,341.4312976799566,7.84905953091531,20,77.15861032780123,433.6224801144838
2024-05-24 02:54:53.097120,user_1,46.17627861188803,47.81041168572655,36.100271046459554,95.572926630463,31,83.77518925049831,448.9336040237042
2024-05-24 02:55:53.097120,user_1,45.77200233311551,70.80190236969503,52.5164022781064,281.08853996493383,20,99.5769218128494,505.60267089471006
2024-05-24 02:56:53.097120,user_1,64.17496742997943,47.68407506569473,36.52420591248132,436.26315104875124,23,113.37375906334147,468.64538178415626
2024-05-24 02:57:53.097120,user_1,53.25410211812301,81.22986481179682,61.127567971362396,316.54642685270386,26,130.42278338106402,557.6434036415368
2024-05-24 02:58:53.097120,user_1,57.15653679326983,84.73942789943229,118.19942953620735,34.373170757393574,23,80.11974276550143,580.1438138678302
2024-05-24 02:59:53.097120,user_1,53.158095968685856,80.87052378335717,72.2054628003255,115.49627263550641,19,56.482024771470144,589.7007851505119
2024-05-24 03:00:53.097120,user_1,46.163973736112936,78.14772381333312,109.37494631077485,33.94702723724346,29,29.914693917480374,520.2329559550714
2024-05-24 03:01:53.097120,user_1,59.81373626339136,59.45001103423536,190.53633845976486,190.98525105809725,26,92.5204058670579,524.4218078360595
2024-05-24 03:02:53.097120,user_1,52.25238290006553,78.91216113633934,130.14608980838662,43.074375270363824,27,74.18302072412436,542.6387783855312
2024-05-24 03:03:53.097120,user_1,62.69206947361222,51.12216807738376,6.0561789473129535,404.4711540817054,29,120.1257763533163,536.4342269788804
2024-05-24 03:04:53.097120,user_1,57.13371569332818,95.95318605008384,356.999702554104,345.32822536200524,28,83.53133748471518,445.43581492855037
2024-05-24 03:05:53.097120,user_1,56.45539688980921,70.91533305598472,40.15272293915162,173.38403937952756,30,99.33315135750985,496.67549097678676
2024-05-24 03:06:53.097120,user_1,57.61386479976133,64.82369791184435,8.600075862326111,29.456275045003146,31,99.76138499342437,584.5043673734887
2024-05-24 03:07:53.097120,user_1,49.81723621371334,48.10248704627435,21.780844487398223,497.5286913333486,26,67.7143408626387,523.9407296458093
2024-05-24 03:08:53.097120,user_1,62.1755058843698,62.887861191718066,123.11880185839321,222.71920365233802,31,116.79166556809275,440.3166183381979
2024-05-24 03:09:53.097120,user_1,60.45744227371401,78.30866350173629,172.52060048767075,29.827371678528568,15,63.16466738846427,457.98743740745437
2024-05-24 03:10:53.097120,user_1,53.94769291204525,81.96201688180778,75.69443094541505,350.57302067557214,26,159.13435149845566,427.2520515009514
2024-05-24 03:11:53.097120,user_1,45.066904037562914,63.35734602825957,7.855745263548859,141.0904775372011,20,32.18657714984396,584.507369893509
2024-05-24 03:12:53.097120,user_1,49.528021797447494,61.24195202627919,15.975208439487668,15.961126541743168,27,39.2669112794525,525.2444075370737
2024-05-24 03:13:53.097120,user_1,66.59476825305329,80.91864080569528,191.91693734794893,285.9434934063021,21,242.84051279176794,474.1883940202881
2024-05-24 03:14:53.097120,user_1,59.143520171329456,75.92259799524118,57.979103355554294,4.366890499750185,22,203.9308591116145,485.18804864856713
2024-05-24 03:15:53.097120,user_1,46.31329412878048,81.30960846043062,39.754737258246635,637.3588149370405,20,99.72910986242361,523.0012158137132
2024-05-24 03:16:53.097120,user_1,58.165351730010045,68.57801636908462,206.6220512235863,780.4457825602141,37,23.03142724625366,510.50520366511284
2024-05-24 03:17:53.097120,user_1,61.15811228428155,61.72245243575431,95.73543836943918,88.19777773640647,19,88.84418163753122,510.75284717757626
2024-05-24 03:18:53.097120,user_1,54.5884095119519,52.20766916274462,80.13560869620571,524.0576349757254,20,35.151852913749956,449.65829730303284
2024-05-24 03:19:53.097120,user_1,48.29819026603869,60.90511787489659,187.48343157464228,303.6811725833641,47,168.33040117593072,431.18827572012566
2024-05-24 03:20:53.097120,user_1,62.1417283662345,60.72738179488761,13.058619908755906,821.5404196856443,26,27.071019477855003,463.84571110170714
2024-05-24 03:21:53.097120,user_1,46.63358740656794,55.1476403462173,50.53123516637592,585.818866714845,29,49.34968571108747,513.3309426031378
2024-05-24 03:22:53.097120,user_1,57.8201161744333,71.89989930995051,113.19864825580393,170.9821615138971,31,246.12151092281337,528.4919385870481
2024-05-24 03:23:53.097120,user_1,55.94067140302698,49.58798663379807,45.15083906371113,14.265891508641971,17,109.8550017965787,436.8442867599831
2024-05-24 03:24:53.097120,user_1,46.238544123745015,80.22750769998164,125.09878345824701,33.423052275500936,22,35.58408633882496,467.003139798987
